time,altitude,velocity,accel_bias,alt (bmp),vert_accel
0.0000719.3367,-0.0040,-0.0000,719.3367,-0.7981
0.0201719.3366,-0.0162,-0.0000,719.3367,-0.8100
0.0402719.3361,-0.0306,-0.0000,719.3367,-0.6533
0.0604719.3372,-0.0421,-0.0000,720.0554,-0.5578
0.0805719.3398,-0.0515,-0.0000,720.0554,-0.4598
0.1006719.3423,-0.0595,-0.0001,720.0860,-0.3950
0.1207719.3448,-0.0663,-0.0001,720.0860,-0.3587
0.1408719.3472,-0.0730,-0.0001,720.0860,-0.3672
0.1610719.3494,-0.0808,-0.0002,720.1014,-0.4336
0.1811719.3515,-0.0890,-0.0002,720.1014,-0.4248
0.2012719.3534,-0.0963,-0.0002,720.1471,-0.3641
0.2213719.3559,-0.1043,-0.0003,720.1471,-0.3353
0.2415719.3577,-0.1106,-0.0003,720.1471,-0.3520
0.2616719.3594,-0.1177,-0.0003,720.1471,-0.4015
0.2817719.3609,-0.1262,-0.0004,720.1471,-0.4797
0.3019719.3622,-0.1363,-0.0004,720.0833,-0.5538
0.3220719.3630,-0.1470,-0.0004,720.0833,-0.5540
0.3421719.3635,-0.1572,-0.0004,720.0833,-0.5124
0.3622719.3640,-0.1663,-0.0005,720.0982,-0.4574
0.3823719.3643,-0.1743,-0.0005,720.0982,-0.4098
0.4024719.3644,-0.1817,-0.0005,720.1136,-0.3847
0.4225719.3645,-0.1882,-0.0006,720.1136,-0.3234
0.4427719.3645,-0.1928,-0.0006,720.1136,-0.2089
0.4628719.3644,-0.1952,-0.0006,720.1289,-0.1131
0.4829719.3644,-0.1960,-0.0007,720.1289,-0.0325
0.5030719.3642,-0.1954,-0.0007,720.0697,0.0333
0.5232719.3639,-0.1934,-0.0007,720.0697,0.1024
0.5433719.3636,-0.1897,-0.0007,720.0697,0.1997
0.5634719.3635,-0.1842,-0.0008,720.0850,0.2848
0.5835719.3635,-0.1772,-0.0008,720.0850,0.3391
0.6037719.3637,-0.1697,-0.0008,720.1000,0.3551
0.6238719.3641,-0.1623,-0.0009,720.1000,0.3289
0.6439719.3646,-0.1560,-0.0009,720.1000,0.2728
0.6640719.3651,-0.1509,-0.0009,720.0512,0.2059
0.6841719.3655,-0.1479,-0.0009,720.0512,0.0712
0.7043719.3660,-0.1487,-0.0010,720.0512,-0.1704
0.7244719.3664,-0.1584,-0.0010,720.0512,-0.7549
0.7445719.3665,-0.1877,-0.0010,720.0512,-2.1659
0.7646719.3656,-0.2478,-0.0010,720.0362,-3.5208
0.7848719.3632,-0.3328,-0.0011,720.0362,-4.6795
0.8054719.3589,-0.4388,-0.0011,720.0048,-5.6936
0.8256719.3521,-0.5622,-0.0011,720.0048,-6.4771
0.8457719.3429,-0.6996,-0.0012,720.0048,-7.1139
0.8658719.3310,-0.8480,-0.0012,720.0505,-7.6273
0.8859719.3161,-1.0051,-0.0012,720.0505,-8.0223
0.9061719.2932,-1.2117,-0.0013,720.0812,-8.4465
0.9262719.2713,-1.3837,-0.0013,720.0812,-8.7314
0.9463719.2460,-1.5608,-0.0013,720.0812,-8.9672
0.9664719.2170,-1.7419,-0.0013,720.0320,-9.1475
0.9865719.1855,-1.8251,-0.0014,720.0320,-3.2182
1.0066719.1537,-1.7750,-0.0014,720.0477,4.2240
1.0267719.1239,-1.6555,-0.0015,720.0477,7.3473
1.0469719.0971,-1.4958,-0.0015,720.0477,7.9032
1.0670719.0736,-1.3449,-0.0015,720.0477,7.4014
1.0871719.0531,-1.2069,-0.0016,720.0477,6.7174
1.1072719.0354,-1.0720,-0.0016,720.0477,6.4414
1.1273719.0203,-0.9561,-0.0016,720.0477,5.3431
1.1474719.0073,-0.8618,-0.0017,719.9549,4.3134
1.1675718.9957,-0.7852,-0.0017,719.9549,3.7195
1.1876718.9856,-0.7121,-0.0018,719.9549,3.5141
1.2078718.9769,-0.6423,-0.0018,719.9396,3.4354
1.2279718.9696,-0.5748,-0.0018,719.9396,3.2447
1.2480718.9637,-0.5140,-0.0019,719.9556,2.8524
1.2682718.9589,-0.4625,-0.0019,719.9556,2.3493
1.2883718.9552,-0.4203,-0.0020,719.9556,1.9215
1.3084718.9521,-0.3858,-0.0020,719.9403,1.5402
1.3285718.9497,-0.3604,-0.0020,719.9403,1.0578
1.3486718.9476,-0.3437,-0.0021,719.9096,0.6583
1.3688718.9457,-0.3334,-0.0021,719.9096,0.4000
1.3889718.9440,-0.3268,-0.0022,719.9096,0.2451
1.4090718.9423,-0.3230,-0.0022,719.8974,0.0985
1.4291718.9407,-0.3227,-0.0022,719.8974,-0.0838
1.4492718.9391,-0.3251,-0.0023,719.9288,-0.1607
1.4693718.9375,-0.3267,-0.0023,719.9288,-0.0866
1.4895718.9360,-0.3269,-0.0024,719.9288,-0.0190
