time,altitude,velocity,accel_bias,alt (bmp),vert_accel
0.0000719.7523,-0.0003,-0.0000,719.7523,-0.0610
0.0201719.7523,-0.0013,-0.0000,719.7523,-0.0681
0.0402719.7523,-0.0027,-0.0000,719.7523,-0.0720
0.0604719.7536,-0.0040,-0.0000,720.2984,-0.0736
0.0805719.7562,-0.0051,-0.0000,720.2984,-0.0706
0.1007719.7589,-0.0063,-0.0001,719.8350,-0.0781
0.1208719.7591,-0.0078,-0.0001,719.8350,-0.0802
0.1409719.7593,-0.0093,-0.0001,719.8350,-0.0795
0.1610719.7591,-0.0109,-0.0001,719.6673,-0.0754
0.1815719.7584,-0.0125,-0.0001,719.6673,-0.0767
0.2016719.7576,-0.0140,-0.0001,720.0808,-0.0719
0.2217719.7593,-0.0157,-0.0001,720.0808,-0.0795
0.2419719.7606,-0.0171,-0.0001,720.0808,-0.0808
0.2620719.7606,-0.0186,-0.0001,719.7590,-0.0763
0.2821719.7602,-0.0201,-0.0001,719.7590,-0.0738
0.3022719.7600,-0.0216,-0.0001,719.9417,-0.0735
0.3223719.7605,-0.0230,-0.0001,719.9417,-0.0786
0.3424719.7610,-0.0245,-0.0001,719.9417,-0.0798
0.3625719.7613,-0.0260,-0.0001,719.9277,-0.0800
0.3826719.7616,-0.0274,-0.0001,719.9277,-0.0755
0.4027719.7616,-0.0290,-0.0001,719.7126,-0.0816
0.4228719.7608,-0.0306,-0.0001,719.7126,-0.0798
0.4430719.7599,-0.0322,-0.0001,719.7126,-0.0777
0.4631719.7595,-0.0337,-0.0001,719.8507,-0.0751
0.4832719.7593,-0.0352,-0.0001,719.8507,-0.0786
0.5033719.7589,-0.0369,-0.0001,719.7583,-0.0935
0.5258719.7582,-0.0388,-0.0001,719.7583,-0.0930
0.5460719.7574,-0.0406,-0.0001,719.7583,-0.0908
0.5661719.7558,-0.0424,-0.0001,719.5564,-0.0830
0.5862719.7539,-0.0442,-0.0001,719.5564,-0.0873
0.6063719.7523,-0.0459,-0.0001,719.7736,-0.0817
0.6264719.7515,-0.0476,-0.0001,719.7736,-0.0848
0.6466719.7506,-0.0493,-0.0001,719.7736,-0.0861
0.6667719.7501,-0.0513,-0.0001,719.8929,-0.0891
0.6868719.7498,-0.0530,-0.0001,719.8929,-0.0902
0.7069719.7489,-0.0547,-0.0001,719.6941,-0.0824
0.7270719.7476,-0.0564,-0.0001,719.6941,-0.0821
0.7471719.7461,-0.0581,-0.0001,719.8193,-0.0846
0.7672719.7453,-0.0598,-0.0001,719.8193,-0.0883
0.7874719.7445,-0.0614,-0.0001,719.8193,-0.0839
0.8075719.7440,-0.0631,-0.0001,719.9696,-0.0879
0.8276719.7439,-0.0647,-0.0001,719.9696,-0.0854
0.8477719.7437,-0.0663,-0.0001,719.8915,-0.0886
0.8679719.7431,-0.0681,-0.0002,719.8915,-0.0925
0.8880719.7425,-0.0697,-0.0002,719.8915,-0.0867
0.9081719.7417,-0.0713,-0.0002,719.8458,-0.0827
0.9282719.7408,-0.0730,-0.0002,719.8458,-0.0922
0.9484719.7398,-0.0747,-0.0002,720.0902,-0.0861
0.9685719.7401,-0.0763,-0.0002,720.0902,-0.0911
0.9886719.7403,-0.0779,-0.0002,720.0902,-0.0920
1.0087719.7399,-0.0796,-0.0002,719.8315,-0.0941
1.0289719.7387,-0.0814,-0.0002,719.8315,-0.0925
1.0490719.7375,-0.0831,-0.0002,719.9846,-0.0883
1.0691719.7371,-0.0847,-0.0002,719.9846,-0.0847
1.0892719.7367,-0.0862,-0.0002,719.9846,-0.0852
