time,altitude,velocity,accel_bias,alt (bmp),vert_accel
597.6233,-0.0001,-0.0000,597.6233,-0.0218
597.6233,-0.0006,-0.0000,597.6233,-0.0356
597.6233,-0.0014,-0.0000,597.6233,-0.0475
597.6223,-0.0027,0.0000,597.2574,-0.0623
597.6204,-0.0042,0.0000,597.2574,-0.0674
597.6185,-0.0059,0.0000,597.2574,-0.0783
597.6166,-0.0078,0.0001,597.2574,-0.0870
597.6146,-0.0098,0.0001,597.2574,-0.0919
597.6125,-0.0120,0.0001,597.2106,-0.1006
597.6102,-0.0143,0.0001,597.2106,-0.1005
597.6079,-0.0165,0.0001,597.2106,-0.1024
597.6055,-0.0189,0.0001,597.2106,-0.1022
597.6031,-0.0211,0.0001,597.2106,-0.1022
597.6008,-0.0234,0.0002,597.2402,-0.1026
597.5979,-0.0262,0.0002,597.2402,-0.1005
597.5961,-0.0279,0.0002,597.2705,-0.1038
597.5934,-0.0309,0.0002,597.2705,-0.1092
597.5911,-0.0334,0.0002,597.2705,-0.1148
597.5889,-0.0358,0.0002,597.2857,-0.1056
597.5866,-0.0380,0.0002,597.2857,-0.1049
597.5843,-0.0402,0.0003,597.3008,-0.0997
597.5821,-0.0448,0.0003,597.3008,-0.2812
597.5797,-0.0486,0.0003,597.3008,-0.1362
597.5774,-0.0474,0.0003,597.3160,0.1534
597.5752,-0.0445,0.0003,597.3160,0.1513
597.5730,-0.0411,0.0003,597.3160,0.2444
597.5710,-0.0322,0.0003,597.3160,0.6027
597.5692,-0.0145,0.0003,597.3160,1.0720
597.5679,0.0114,0.0003,597.3160,1.4107
597.5672,0.0403,0.0003,597.3160,1.4476
597.5669,0.0675,0.0004,597.2540,1.2950
597.5669,0.0907,0.0004,597.2540,1.0857
597.5673,0.1079,0.0004,597.2540,0.7294
597.5680,0.1178,0.0004,597.2540,0.3926
597.5689,0.1244,0.0004,597.2540,0.3304
597.5698,0.1309,0.0004,597.2388,0.3530
597.5708,0.1389,0.0004,597.2388,0.4520
597.5720,0.1493,0.0004,597.2388,0.5790
597.5734,0.1618,0.0005,597.2236,0.6578
597.5750,0.1746,0.0005,597.2236,0.6310
597.5768,0.1850,0.0005,597.2085,0.4669
597.5787,0.1936,0.0005,597.2085,0.4677
597.5808,0.2051,0.0005,597.2085,0.6405
597.5832,0.2181,0.0005,597.2085,0.6523
597.5858,0.2300,0.0005,597.2085,0.5907
597.5885,0.2402,0.0006,597.1933,0.4386
597.5914,0.2438,0.0006,597.1933,0.0042
597.5942,0.2369,0.0006,597.1933,-0.5128
597.5978,0.2206,0.0006,597.2705,-0.6329
597.6004,0.2087,0.0006,597.2705,-0.5596
597.6027,0.1958,0.0006,597.2254,-0.7531
597.6045,0.1740,0.0007,597.2254,-1.2967
597.6057,0.1419,0.0007,597.2106,-1.6805
597.6063,0.1095,0.0007,597.2106,-1.5481
597.6061,0.0784,0.0007,597.2106,-1.5797
597.6053,0.0437,0.0007,597.1802,-1.8150
597.6037,0.0078,0.0007,597.1802,-1.7228
597.6014,-0.0229,0.0008,597.1651,-1.3086
597.5985,-0.0410,0.0008,597.1651,-0.6444
597.5954,-0.0523,0.0008,597.1651,-0.5284
597.5921,-0.0652,0.0008,597.1499,-0.7136
597.5884,-0.0794,0.0008,597.1499,-0.6379
597.5845,-0.0894,0.0008,597.2119,-0.4110
597.5808,-0.0940,0.0009,597.2119,-0.0727
597.5771,-0.0932,0.0009,597.2119,0.0522
597.5733,-0.1042,0.0009,597.2119,-0.8373
597.5692,-0.1277,0.0009,597.2119,-1.2489
597.5646,-0.1481,0.0009,597.1968,-0.8345
597.5597,-0.1615,0.0009,597.1968,-0.5951
597.5545,-0.1731,0.0009,597.1968,-0.5665
597.5491,-0.1845,0.0010,597.1816,-0.5567
597.5434,-0.1990,0.0010,597.1816,-0.7486
597.5375,-0.2206,0.0010,597.2464,-1.3751
597.5313,-0.2503,0.0010,597.2464,-1.4317
597.5246,-0.2747,0.0010,597.2464,-1.0103
597.5175,-0.2893,0.0010,597.2161,-0.5933
597.5101,-0.2989,0.0010,597.2161,-0.3737
597.5027,-0.3007,0.0010,597.2657,0.1379
597.4956,-0.2908,0.0011,597.2657,0.6796
597.4888,-0.2741,0.0011,597.2657,0.9382
597.4823,-0.2532,0.0011,597.2505,1.1140
597.4764,-0.2301,0.0011,597.2505,1.1436
597.4708,-0.2110,0.0011,597.2050,0.8332
597.4641,-0.1957,0.0011,597.2050,0.4864
597.4590,-0.1914,0.0011,597.2050,0.0308
597.4540,-0.1985,0.0011,597.2495,-0.5830
597.4489,-0.2158,0.0011,597.2495,-0.9478
597.4433,-0.2330,0.0011,597.2192,-0.7405
597.4375,-0.2424,0.0011,597.2192,-0.2795
597.4330,-0.2396,0.0012,597.2192,0.5030
597.4263,-0.1851,0.0012,597.2388,3.6416
597.4227,-0.0701,0.0012,597.2388,7.0055
597.4220,0.1029,0.0012,597.2236,9.4849
597.4251,0.3085,0.0012,597.2236,10.5832
597.4323,0.5187,0.0012,597.2236,10.3184
597.4435,0.7068,0.0012,597.2085,8.6610
597.4579,0.8436,0.0012,597.2085,5.6738
597.4744,0.9194,0.0012,597.2581,2.7620
597.4919,0.9477,0.0012,597.2581,0.7781
597.5097,0.9487,0.0012,597.2581,-0.2890
597.5272,0.9346,0.0013,597.2581,-0.9380
597.5442,0.9039,0.0013,597.2581,-1.9324
597.5604,0.8491,0.0013,597.3050,-3.2419
597.5752,0.7647,0.0013,597.3050,-4.8291
597.5880,0.6479,0.0013,597.3050,-6.3970
597.5982,0.5054,0.0013,597.3201,-7.4588
597.6053,0.3487,0.0013,597.3201,-8.0065
597.6093,0.1846,0.0013,597.3821,-8.2723
597.6101,0.0195,0.0013,597.3821,-8.1637
597.6078,-0.1355,0.0013,597.3821,-7.3909
597.6027,-0.2708,0.0014,597.4142,-6.3776
597.5952,-0.3845,0.0014,597.4142,-5.2489
597.5857,-0.4758,0.0014,597.3990,-4.1741
597.5745,-0.5481,0.0014,597.3990,-3.2793
597.5621,-0.6044,0.0014,597.3990,-2.5422
597.5490,-0.6480,0.0014,597.4483,-1.9895
597.5352,-0.6835,0.0014,597.4483,-1.6671
597.5208,-0.7142,0.0014,597.4827,-1.3366
597.5024,-0.7439,0.0014,597.4827,-1.0504
597.4873,-0.7628,0.0014,597.4827,-0.8639
597.4721,-0.7742,0.0014,597.5120,-0.3437
597.4568,-0.7725,0.0014,597.5120,0.3217
597.4418,-0.7606,0.0014,597.5013,0.7245
597.4271,-0.7416,0.0014,597.5013,1.0973
597.4130,-0.7148,0.0014,597.5355,1.4624
597.3996,-0.6831,0.0014,597.5355,1.6245
597.3870,-0.6503,0.0014,597.5355,1.6220
597.3750,-0.6201,0.0014,597.4755,1.4377
597.3634,-0.5941,0.0014,597.4755,1.1992
597.3523,-0.5720,0.0014,597.5237,1.0643
597.3420,-0.5525,0.0014,597.5237,0.9130
597.3321,-0.5350,0.0013,597.5237,0.8618
