time,altitude,velocity,accel_bias,alt (bmp),vert_accel
0.0000718.6248,-0.0022,-0.0000,718.6248,-0.2195
0.0201718.6247,-0.0053,-0.0000,718.6248,-0.2010
0.0402718.6246,-0.0091,-0.0000,718.6248,-0.1836
0.0604718.6259,-0.0123,-0.0000,719.0428,-0.1635
0.0805718.6277,-0.0151,-0.0000,719.0428,-0.1448
0.1006718.6295,-0.0176,-0.0000,719.0578,-0.1334
0.1207718.6313,-0.0199,-0.0001,719.0578,-0.1305
0.1408718.6334,-0.0227,-0.0001,719.0578,-0.1179
0.1609718.6348,-0.0248,-0.0001,718.9961,-0.1169
0.1811718.6361,-0.0268,-0.0001,718.9961,-0.1112
0.2012718.6374,-0.0287,-0.0001,719.0114,-0.0963
0.2213718.6387,-0.0305,-0.0001,719.0114,-0.0989
0.2414718.6399,-0.0321,-0.0002,719.0114,-0.0941
0.2616718.6411,-0.0337,-0.0002,719.0114,-0.0915
0.2817718.6423,-0.0354,-0.0002,719.0114,-0.0964
0.3018718.6434,-0.0371,-0.0002,719.0114,-0.0929
0.3219718.6445,-0.0386,-0.0002,719.0114,-0.0910
0.3420718.6456,-0.0402,-0.0002,719.0114,-0.0876
0.3621718.6466,-0.0416,-0.0002,719.0114,-0.0836
0.3822718.6476,-0.0431,-0.0003,719.0114,-0.0863
0.4024718.6486,-0.0446,-0.0003,719.0114,-0.0874
0.4225718.6495,-0.0459,-0.0003,719.0114,-0.0738
0.4426718.6504,-0.0472,-0.0003,719.0268,-0.0752
0.4627718.6513,-0.0486,-0.0003,719.0268,-0.0810
0.4828718.6522,-0.0499,-0.0003,719.0268,-0.0806
0.5030718.6531,-0.0514,-0.0003,719.0268,-0.0844
0.5231718.6539,-0.0530,-0.0004,719.0268,-0.0957
0.5432718.6547,-0.0545,-0.0004,719.0114,-0.0881
0.5633718.6554,-0.0561,-0.0004,719.0114,-0.0862
0.5834718.6561,-0.0576,-0.0004,719.0114,-0.0902
0.6036718.6566,-0.0591,-0.0004,718.9961,-0.0864
0.6237718.6572,-0.0606,-0.0004,718.9961,-0.0838
0.6438718.6576,-0.0621,-0.0004,718.9319,-0.0865
0.6639718.6578,-0.0636,-0.0005,718.9319,-0.0819
0.6840718.6579,-0.0651,-0.0005,718.9319,-0.0890
0.7042718.6579,-0.0667,-0.0005,718.9166,-0.0899
0.7243718.6578,-0.0683,-0.0005,718.9166,-0.0858
0.7444718.6578,-0.0699,-0.0005,718.9166,-0.0858
0.7645718.6576,-0.0714,-0.0005,718.9166,-0.0855
0.7847718.6575,-0.0728,-0.0005,718.9166,-0.0767
0.8048718.6573,-0.0742,-0.0005,718.9166,-0.0803
0.8249718.6572,-0.0757,-0.0005,718.9166,-0.0815
0.8450718.6569,-0.0770,-0.0006,718.9469,-0.0725
0.8651718.6568,-0.0784,-0.0006,718.9469,-0.0837
0.8852718.6567,-0.0799,-0.0006,718.9469,-0.0835
0.9053718.6566,-0.0813,-0.0006,718.9469,-0.0807
0.9254718.6564,-0.0827,-0.0006,718.9469,-0.0780
0.9455718.6562,-0.0842,-0.0006,718.9469,-0.0861
0.9656718.6560,-0.0856,-0.0006,718.9469,-0.0761
0.9857718.6557,-0.0870,-0.0006,718.9469,-0.0809
1.0058718.6553,-0.0887,-0.0006,718.9469,-0.0762
1.0260718.6550,-0.0902,-0.0007,718.9469,-0.0826
1.0462718.6547,-0.0916,-0.0007,718.9469,-0.0860
