time,altitude,velocity,accel_bias,alt (bmp),vert_accel
122.0455,703.1107,-0.0219,-0.0744,703.3242,-0.0862
122.0657,703.1114,-0.0219,-0.0745,703.3242,-0.0818
122.0858,703.1120,-0.0218,-0.0745,703.3242,-0.0755
122.1059,703.1126,-0.0217,-0.0745,703.3242,-0.0716
122.1260,703.1132,-0.0215,-0.0745,703.3242,-0.0752
122.1462,703.1139,-0.0214,-0.0745,703.3242,-0.0721
122.1663,703.1145,-0.0211,-0.0745,703.3242,-0.0705
122.1864,703.1151,-0.0209,-0.0745,703.3242,-0.0722
122.2065,703.1157,-0.0207,-0.0745,703.3088,-0.0679
122.2266,703.1163,-0.0205,-0.0745,703.3088,-0.0709
122.2468,703.1168,-0.0203,-0.0745,703.3088,-0.0703
122.2669,703.1174,-0.0201,-0.0745,703.3088,-0.0711
122.2870,703.1179,-0.0199,-0.0745,703.3088,-0.0626
122.3071,703.1183,-0.0197,-0.0745,703.2472,-0.0704
122.3272,703.1185,-0.0196,-0.0746,703.2472,-0.0678
122.3474,703.1188,-0.0195,-0.0746,703.2316,-0.0768
122.3675,703.1189,-0.0193,-0.0746,703.2316,-0.0685
122.3882,703.1191,-0.0192,-0.0746,703.2316,-0.0697
122.4083,703.1193,-0.0191,-0.0746,703.2316,-0.0739
122.4285,703.1195,-0.0191,-0.0746,703.2316,-0.0814
122.4486,703.1197,-0.0190,-0.0746,703.2472,-0.0742
122.4687,703.1199,-0.0189,-0.0746,703.2472,-0.0707
122.4889,703.1202,-0.0189,-0.0746,703.2472,-0.0826
122.5090,703.1205,-0.0189,-0.0746,703.2622,-0.0754
122.5292,703.1208,-0.0188,-0.0746,703.2622,-0.0720
122.5493,703.1212,-0.0188,-0.0746,703.2775,-0.0822
122.5694,703.1216,-0.0187,-0.0746,703.2775,-0.0777
122.5896,703.1220,-0.0188,-0.0746,703.2775,-0.0804
122.6097,703.1225,-0.0189,-0.0746,703.2775,-0.0891
122.6298,703.1229,-0.0191,-0.0746,703.2775,-0.0884
122.6499,703.1233,-0.0193,-0.0746,703.2928,-0.0923
122.6700,703.1238,-0.0195,-0.0746,703.2928,-0.0844
122.6902,703.1242,-0.0196,-0.0747,703.2775,-0.0847
122.7103,703.1246,-0.0197,-0.0747,703.2775,-0.0826
122.7304,703.1250,-0.0196,-0.0747,703.2775,-0.0775
122.7505,703.1254,-0.0197,-0.0747,703.2775,-0.0858
122.7706,703.1257,-0.0197,-0.0747,703.2775,-0.0814
122.7907,703.1261,-0.0197,-0.0747,703.2622,-0.0754
122.8108,703.1264,-0.0196,-0.0747,703.2622,-0.0709
122.8310,703.1267,-0.0196,-0.0747,703.2622,-0.0797
122.8511,703.1270,-0.0196,-0.0747,703.2622,-0.0788
122.8712,703.1272,-0.0197,-0.0747,703.2622,-0.0819
122.8913,703.1275,-0.0197,-0.0747,703.2775,-0.0806
122.9114,703.1279,-0.0195,-0.0747,703.2775,-0.0671
122.9315,703.1282,-0.0195,-0.0747,703.2775,-0.0807
122.9516,703.1286,-0.0194,-0.0747,703.2775,-0.0726
122.9718,703.1290,-0.0193,-0.0747,703.2775,-0.0723
122.9919,703.1293,-0.0191,-0.0747,703.2775,-0.0657
123.0120,703.1297,-0.0188,-0.0747,703.2775,-0.0640
123.0321,703.1301,-0.0186,-0.0748,703.2775,-0.0680
123.0523,703.1304,-0.0184,-0.0748,703.2622,-0.0719
123.0724,703.1307,-0.0182,-0.0748,703.2622,-0.0711
123.0925,703.1310,-0.0182,-0.0748,703.2472,-0.0756
123.1126,703.1312,-0.0182,-0.0748,703.2472,-0.0850
123.1327,703.1314,-0.0183,-0.0748,703.2472,-0.0846
123.1528,703.1316,-0.0185,-0.0748,703.2472,-0.0872
123.1729,703.1318,-0.0187,-0.0748,703.2472,-0.0859
123.1931,703.1320,-0.0186,-0.0748,703.1828,-0.0778
123.2132,703.1319,-0.0187,-0.0748,703.1828,-0.0882
123.2334,703.1318,-0.0188,-0.0748,703.1828,-0.0749
123.2535,703.1316,-0.0188,-0.0748,703.1675,-0.0822
123.2736,703.1314,-0.0189,-0.0748,703.1675,-0.0762
123.2937,703.1312,-0.0189,-0.0748,703.1522,-0.0793
123.3139,703.1310,-0.0190,-0.0748,703.1522,-0.0720
123.3340,703.1307,-0.0189,-0.0748,703.1522,-0.0773
123.3541,703.1304,-0.0191,-0.0748,703.1369,-0.0853
123.3742,703.1300,-0.0192,-0.0748,703.1369,-0.0794
123.3943,703.1297,-0.0194,-0.0748,703.1369,-0.0842
123.4144,703.1292,-0.0197,-0.0748,703.1369,-0.0853
123.4346,703.1288,-0.0200,-0.0748,703.1369,-0.0864
123.4547,703.1284,-0.0202,-0.0748,703.1062,-0.0879
123.4748,703.1278,-0.0204,-0.0748,703.1062,-0.0809
123.4949,703.1273,-0.0205,-0.0748,703.1062,-0.0780
123.5150,703.1268,-0.0207,-0.0748,703.1062,-0.0876
123.5351,703.1263,-0.0209,-0.0748,703.1062,-0.0791
123.5552,703.1258,-0.0209,-0.0748,703.1062,-0.0713
123.5753,703.1252,-0.0209,-0.0748,703.1062,-0.0766
123.5955,703.1247,-0.0210,-0.0748,703.1062,-0.0792
123.6156,703.1242,-0.0210,-0.0748,703.1062,-0.0741
123.6357,703.1237,-0.0211,-0.0748,703.1062,-0.0778
123.6558,703.1232,-0.0209,-0.0748,703.1062,-0.0639
123.6759,703.1227,-0.0208,-0.0748,703.1062,-0.0692
123.6960,703.1222,-0.0208,-0.0748,703.1062,-0.0771
123.7161,703.1217,-0.0208,-0.0748,703.1062,-0.0725
123.7363,703.1212,-0.0208,-0.0748,703.1062,-0.0689
123.7564,703.1208,-0.0210,-0.0748,703.1215,-0.1102
123.7765,703.1203,-0.0207,-0.0748,703.1215,-0.0346
123.7966,703.1198,-0.0208,-0.0748,703.0575,-0.1019
123.8167,703.1191,-0.0210,-0.0748,703.0575,-0.0730
123.8368,703.1184,-0.0210,-0.0748,703.0575,-0.0673
123.8569,703.1179,-0.0210,-0.0748,703.1215,-0.0727
123.8771,703.1175,-0.0209,-0.0748,703.1215,-0.0732
123.8975,703.1171,-0.0208,-0.0748,703.1215,-0.0741
123.9176,703.1167,-0.0208,-0.0748,703.1215,-0.0774
123.9378,703.1163,-0.0210,-0.0748,703.1215,-0.0866
123.9579,703.1157,-0.0211,-0.0748,703.0575,-0.0698
123.9781,703.1149,-0.0210,-0.0748,703.0575,-0.0719
123.9982,703.1142,-0.0211,-0.0748,703.0725,-0.0733
124.0183,703.1136,-0.0211,-0.0748,703.0725,-0.0745
124.0384,703.1130,-0.0211,-0.0748,703.0725,-0.0741
124.0585,703.1124,-0.0211,-0.0748,703.0725,-0.0666
124.0787,703.1117,-0.0210,-0.0748,703.0725,-0.0688
124.0988,703.1112,-0.0209,-0.0748,703.1369,-0.0711
124.1189,703.1109,-0.0208,-0.0748,703.1369,-0.0760
124.1391,703.1106,-0.0209,-0.0748,703.1369,-0.0784
124.1592,703.1103,-0.0209,-0.0748,703.1522,-0.0819
124.1793,703.1101,-0.0209,-0.0748,703.1522,-0.0705
124.1994,703.1099,-0.0208,-0.0748,703.1522,-0.0735
124.2196,703.1097,-0.0207,-0.0748,703.1522,-0.0680
124.2397,703.1095,-0.0206,-0.0748,703.1675,-0.0723
124.2598,703.1094,-0.0206,-0.0748,703.1675,-0.0783
124.2799,703.1093,-0.0206,-0.0748,703.1675,-0.0751
124.3000,703.1091,-0.0205,-0.0748,703.1675,-0.0718
124.3201,703.1090,-0.0204,-0.0748,703.1675,-0.0686
124.3402,703.1089,-0.0202,-0.0748,703.1828,-0.0639
124.3604,703.1089,-0.0199,-0.0748,703.1828,-0.0666
124.3805,703.1088,-0.0198,-0.0748,703.1828,-0.0674
124.4006,703.1089,-0.0196,-0.0748,703.2135,-0.0676
124.4207,703.1090,-0.0193,-0.0748,703.2135,-0.0642
124.4408,703.1092,-0.0191,-0.0748,703.2135,-0.0713
124.4609,703.1093,-0.0189,-0.0748,703.2135,-0.0620
124.4811,703.1095,-0.0185,-0.0748,703.2135,-0.0603
124.5012,703.1096,-0.0182,-0.0748,703.2135,-0.0662
124.5213,703.1098,-0.0181,-0.0748,703.2135,-0.0736
124.5414,703.1099,-0.0180,-0.0748,703.2135,-0.0717
124.5615,703.1101,-0.0178,-0.0748,703.2135,-0.0703
124.5817,703.1102,-0.0177,-0.0748,703.2135,-0.0696
124.6018,703.1104,-0.0175,-0.0748,703.2135,-0.0777
124.6219,703.1106,-0.0176,-0.0749,703.2135,-0.0831
124.6420,703.1107,-0.0176,-0.0749,703.2135,-0.0793
124.6621,703.1109,-0.0176,-0.0749,703.2135,-0.0747
124.6823,703.1111,-0.0175,-0.0749,703.2135,-0.0751
124.7024,703.1111,-0.0175,-0.0749,703.1490,-0.0756
124.7248,703.1109,-0.0175,-0.0749,703.1490,-0.0767
124.7450,703.1107,-0.0174,-0.0749,703.1490,-0.0690
124.7651,703.1106,-0.0172,-0.0749,703.1490,-0.0698
124.7852,703.1104,-0.0171,-0.0749,703.1490,-0.0697
124.8053,703.1103,-0.0170,-0.0749,703.1490,-0.0740
124.8254,703.1101,-0.0169,-0.0749,703.1490,-0.0733
124.8455,703.1100,-0.0169,-0.0749,703.1490,-0.0717
124.8657,703.1098,-0.0169,-0.0749,703.1490,-0.0811
124.8858,703.1097,-0.0170,-0.0749,703.1490,-0.0814
124.9059,703.1096,-0.0170,-0.0749,703.1640,-0.0736
124.9260,703.1095,-0.0171,-0.0749,703.1640,-0.0779
124.9462,703.1094,-0.0170,-0.0749,703.1640,-0.0742
124.9663,703.1094,-0.0170,-0.0749,703.1640,-0.0755
124.9864,703.1093,-0.0170,-0.0749,703.1640,-0.0771
125.0065,703.1092,-0.0170,-0.0749,703.1640,-0.0790
125.0267,703.1092,-0.0171,-0.0749,703.1640,-0.0800
125.0468,703.1091,-0.0172,-0.0749,703.1640,-0.0840
125.0669,703.1090,-0.0173,-0.0749,703.1640,-0.0818
125.0870,703.1090,-0.0174,-0.0749,703.1640,-0.0777
125.1072,703.1089,-0.0175,-0.0749,703.1640,-0.0865
125.1273,703.1088,-0.0177,-0.0749,703.1640,-0.0852
125.1474,703.1087,-0.0178,-0.0749,703.1490,-0.0849
125.1676,703.1086,-0.0180,-0.0749,703.1490,-0.0875
125.1877,703.1084,-0.0182,-0.0749,703.1490,-0.0865
125.2078,703.1081,-0.0183,-0.0749,703.1048,-0.0828
125.2279,703.1077,-0.0185,-0.0749,703.1048,-0.0787
125.2480,703.1074,-0.0185,-0.0749,703.1202,-0.0761
125.2681,703.1071,-0.0185,-0.0749,703.1202,-0.0736
125.2882,703.1067,-0.0185,-0.0749,703.1202,-0.0784
125.3083,703.1064,-0.0186,-0.0749,703.1202,-0.0823
125.3284,703.1061,-0.0187,-0.0749,703.1202,-0.0730
125.3486,703.1058,-0.0187,-0.0749,703.1048,-0.0812
125.3687,703.1054,-0.0188,-0.0749,703.1048,-0.0763
125.3888,703.1050,-0.0188,-0.0749,703.1048,-0.0754
125.4089,703.1046,-0.0189,-0.0749,703.1048,-0.0810
125.4291,703.1042,-0.0189,-0.0749,703.1048,-0.0721
125.4492,703.1038,-0.0189,-0.0749,703.1048,-0.0782
125.4693,703.1035,-0.0190,-0.0749,703.1048,-0.0786
125.4894,703.1031,-0.0190,-0.0749,703.1048,-0.0749
125.5095,703.1028,-0.0191,-0.0749,703.1202,-0.0780
125.5296,703.1025,-0.0191,-0.0749,703.1202,-0.0776
125.5499,703.1022,-0.0191,-0.0749,703.1355,-0.0727
125.5700,703.1020,-0.0192,-0.0749,703.1355,-0.0836
125.5902,703.1017,-0.0193,-0.0749,703.1355,-0.0840
125.6103,703.1015,-0.0194,-0.0749,703.1355,-0.0838
125.6304,703.1013,-0.0196,-0.0749,703.1355,-0.0886
125.6505,703.1011,-0.0198,-0.0749,703.1508,-0.0879
125.6714,703.1010,-0.0200,-0.0749,703.1508,-0.0834
125.6915,703.1008,-0.0202,-0.0749,703.1508,-0.0871
125.7116,703.1007,-0.0203,-0.0749,703.1658,-0.0797
125.7317,703.1006,-0.0204,-0.0749,703.1658,-0.0804
125.7519,703.1005,-0.0205,-0.0749,703.1658,-0.0846
125.7720,703.1004,-0.0206,-0.0749,703.1658,-0.0786
125.7921,703.1004,-0.0207,-0.0749,703.1658,-0.0835
125.8122,703.1003,-0.0207,-0.0749,703.1658,-0.0818
125.8323,703.1002,-0.0208,-0.0749,703.1658,-0.0777
125.8524,703.1001,-0.0208,-0.0750,703.1814,-0.0812
125.8726,703.1001,-0.0209,-0.0750,703.1814,-0.0856
125.8927,703.1001,-0.0210,-0.0750,703.1814,-0.0808
125.9128,703.1000,-0.0211,-0.0750,703.1658,-0.0800
125.9329,703.0999,-0.0211,-0.0750,703.1658,-0.0809
125.9530,703.0998,-0.0212,-0.0750,703.1508,-0.0807
125.9731,703.0996,-0.0212,-0.0750,703.1508,-0.0784
125.9932,703.0995,-0.0213,-0.0750,703.1508,-0.0817
126.0133,703.0993,-0.0213,-0.0750,703.1508,-0.0756
126.0335,703.0991,-0.0214,-0.0750,703.1508,-0.0818
126.0536,703.0989,-0.0214,-0.0750,703.1658,-0.0767
126.0737,703.0989,-0.0214,-0.0750,703.1658,-0.0749
126.0938,703.0988,-0.0213,-0.0750,703.1658,-0.0741
126.1139,703.0987,-0.0212,-0.0750,703.1658,-0.0706
126.1340,703.0986,-0.0212,-0.0750,703.1658,-0.0772
126.1541,703.0985,-0.0212,-0.0750,703.1814,-0.0789
126.1743,703.0985,-0.0211,-0.0750,703.1814,-0.0706
126.1944,703.0985,-0.0211,-0.0750,703.1964,-0.0779
126.2145,703.0986,-0.0211,-0.0750,703.1964,-0.0783
126.2347,703.0987,-0.0210,-0.0750,703.1964,-0.0777
126.2548,703.0987,-0.0211,-0.0750,703.1964,-0.0803
126.2749,703.0988,-0.0211,-0.0750,703.1964,-0.0784
126.2950,703.0989,-0.0212,-0.0750,703.1964,-0.0834
126.3151,703.0989,-0.0213,-0.0750,703.1964,-0.0867
126.3353,703.0990,-0.0215,-0.0750,703.1964,-0.0840
126.3554,703.0990,-0.0216,-0.0750,703.1964,-0.0826
126.3755,703.0991,-0.0217,-0.0750,703.1964,-0.0826
126.3957,703.0991,-0.0217,-0.0750,703.1964,-0.0819
126.4158,703.0992,-0.0218,-0.0750,703.1964,-0.0800
126.4359,703.0992,-0.0219,-0.0750,703.1964,-0.0805
126.4560,703.0993,-0.0219,-0.0750,703.2121,-0.0835
126.4761,703.0995,-0.0219,-0.0751,703.2121,-0.0776
126.4962,703.0996,-0.0220,-0.0751,703.2121,-0.0837
126.5164,703.0997,-0.0220,-0.0751,703.2121,-0.0741
126.5365,703.0998,-0.0219,-0.0751,703.2121,-0.0778
126.5566,703.1000,-0.0219,-0.0751,703.2270,-0.0802
126.5767,703.1002,-0.0220,-0.0751,703.2270,-0.0840
126.5968,703.1004,-0.0221,-0.0751,703.2270,-0.0783
126.6170,703.1006,-0.0220,-0.0751,703.2270,-0.0787
126.6371,703.1008,-0.0220,-0.0751,703.2270,-0.0743
126.6572,703.1010,-0.0219,-0.0751,703.2270,-0.0818
126.6773,703.1011,-0.0220,-0.0751,703.2270,-0.0853
126.6974,703.1013,-0.0221,-0.0751,703.2270,-0.0837
126.7175,703.1015,-0.0222,-0.0751,703.2270,-0.0789
126.7376,703.1017,-0.0222,-0.0751,703.2270,-0.0813
126.7578,703.1018,-0.0222,-0.0751,703.2121,-0.0792
126.7779,703.1020,-0.0223,-0.0751,703.2121,-0.0798
126.7980,703.1021,-0.0223,-0.0751,703.2270,-0.0819
126.8181,703.1022,-0.0223,-0.0751,703.2270,-0.0799
126.8382,703.1025,-0.0223,-0.0751,703.2270,-0.0830
126.8583,703.1026,-0.0223,-0.0751,703.2270,-0.0751
126.8785,703.1028,-0.0223,-0.0752,703.2270,-0.0727
126.8986,703.1030,-0.0222,-0.0752,703.2270,-0.0781
126.9187,703.1032,-0.0222,-0.0752,703.2270,-0.0754
126.9388,703.1033,-0.0221,-0.0752,703.2270,-0.0777
126.9589,703.1038,-0.0220,-0.0752,703.2862,-0.0763
126.9790,703.1042,-0.0219,-0.0752,703.2862,-0.0780
126.9991,703.1046,-0.0218,-0.0752,703.2270,-0.0751
127.0192,703.1048,-0.0217,-0.0752,703.2270,-0.0765
127.0394,703.1050,-0.0216,-0.0752,703.2270,-0.0721
127.0595,703.1051,-0.0216,-0.0752,703.2121,-0.0754
127.0796,703.1052,-0.0215,-0.0752,703.2121,-0.0758
127.0997,703.1053,-0.0214,-0.0752,703.2121,-0.0773
127.1198,703.1054,-0.0214,-0.0752,703.2121,-0.0783
127.1400,703.1055,-0.0215,-0.0752,703.2121,-0.0818
127.1601,703.1056,-0.0217,-0.0752,703.1964,-0.0914
127.1802,703.1056,-0.0219,-0.0752,703.1964,-0.0868
127.2003,703.1057,-0.0221,-0.0752,703.2406,-0.0833
127.2204,703.1059,-0.0222,-0.0752,703.2406,-0.0839
127.2405,703.1061,-0.0223,-0.0752,703.2406,-0.0904
127.2606,703.1063,-0.0225,-0.0752,703.2406,-0.0866
127.2808,703.1066,-0.0227,-0.0753,703.2406,-0.0859
127.3009,703.1068,-0.0228,-0.0753,703.2406,-0.0819
127.3210,703.1070,-0.0228,-0.0753,703.2406,-0.0838
127.3412,703.1072,-0.0229,-0.0753,703.2406,-0.0797
127.3613,703.1074,-0.0229,-0.0753,703.2406,-0.0837
127.3814,703.1076,-0.0230,-0.0753,703.2406,-0.0816
127.4016,703.1078,-0.0230,-0.0753,703.2406,-0.0821
127.4217,703.1080,-0.0230,-0.0753,703.2406,-0.0784
127.4418,703.1082,-0.0228,-0.0753,703.2406,-0.0665
127.4619,703.1085,-0.0225,-0.0753,703.2556,-0.0681
127.4820,703.1088,-0.0223,-0.0753,703.2556,-0.0730
127.5022,703.1091,-0.0221,-0.0753,703.2712,-0.0656
127.5223,703.1095,-0.0220,-0.0753,703.2712,-0.0762
127.5424,703.1099,-0.0219,-0.0753,703.2712,-0.0765
127.5625,703.1102,-0.0219,-0.0753,703.2712,-0.0791
127.5826,703.1106,-0.0218,-0.0753,703.2712,-0.0756
127.6028,703.1110,-0.0217,-0.0753,703.2712,-0.0747
127.6229,703.1113,-0.0216,-0.0754,703.2712,-0.0724
127.6431,703.1118,-0.0214,-0.0754,703.2712,-0.0788
127.6632,703.1122,-0.0213,-0.0754,703.2862,-0.0770
127.6833,703.1127,-0.0213,-0.0754,703.2862,-0.0728
127.7035,703.1132,-0.0212,-0.0754,703.3019,-0.0784
127.7236,703.1137,-0.0210,-0.0754,703.3019,-0.0717
127.7437,703.1142,-0.0209,-0.0754,703.3168,-0.0746
127.7638,703.1148,-0.0207,-0.0754,703.3168,-0.0734
127.7840,703.1154,-0.0205,-0.0754,703.3168,-0.0718
127.8041,703.1160,-0.0204,-0.0754,703.3168,-0.0693
127.8242,703.1166,-0.0203,-0.0754,703.3168,-0.0790
127.8443,703.1172,-0.0202,-0.0754,703.3322,-0.0792
127.8644,703.1179,-0.0201,-0.0754,703.3322,-0.0778
127.8845,703.1186,-0.0200,-0.0755,703.3322,-0.0775
127.9047,703.1192,-0.0199,-0.0755,703.3168,-0.0737
127.9248,703.1198,-0.0199,-0.0755,703.3168,-0.0806
127.9449,703.1204,-0.0199,-0.0755,703.2577,-0.0813
127.9650,703.1207,-0.0199,-0.0755,703.2577,-0.0783
127.9851,703.1210,-0.0197,-0.0755,703.2577,-0.0733
128.0053,703.1213,-0.0196,-0.0755,703.2577,-0.0761
128.0254,703.1215,-0.0194,-0.0755,703.2577,-0.0687
128.0455,703.1218,-0.0193,-0.0755,703.2730,-0.0709
128.0656,703.1222,-0.0190,-0.0755,703.2730,-0.0701
128.0857,703.1226,-0.0189,-0.0755,703.2730,-0.0740
128.1059,703.1230,-0.0187,-0.0755,703.2879,-0.0701
128.1260,703.1235,-0.0186,-0.0755,703.2879,-0.0706
128.1461,703.1239,-0.0183,-0.0755,703.2879,-0.0641
128.1663,703.1244,-0.0179,-0.0755,703.2879,-0.0621
128.1864,703.1248,-0.0176,-0.0755,703.2879,-0.0641
128.2065,703.1253,-0.0174,-0.0756,703.3036,-0.0718
128.2266,703.1259,-0.0172,-0.0756,703.3036,-0.0767
128.2468,703.1264,-0.0171,-0.0756,703.3186,-0.0707
128.2669,703.1271,-0.0169,-0.0756,703.3186,-0.0733
128.2870,703.1277,-0.0167,-0.0756,703.3186,-0.0734
128.3071,703.1283,-0.0166,-0.0756,703.3186,-0.0723
128.3272,703.1289,-0.0164,-0.0756,703.3186,-0.0741
128.3473,703.1296,-0.0164,-0.0756,703.3339,-0.0788
128.3674,703.1303,-0.0163,-0.0756,703.3339,-0.0821
128.3875,703.1309,-0.0163,-0.0756,703.3339,-0.0764
128.4076,703.1316,-0.0162,-0.0756,703.3186,-0.0787
128.4278,703.1324,-0.0161,-0.0756,703.3186,-0.0742
128.4479,703.1329,-0.0159,-0.0756,703.2542,-0.0711
128.4680,703.1332,-0.0159,-0.0757,703.2542,-0.0793
128.4915,703.1334,-0.0159,-0.0757,703.2542,-0.0815
128.5116,703.1338,-0.0157,-0.0757,703.2698,-0.0736
128.5317,703.1342,-0.0156,-0.0757,703.2698,-0.0736
128.5519,703.1346,-0.0154,-0.0757,703.2848,-0.0723
128.5722,703.1350,-0.0153,-0.0757,703.2848,-0.0739
128.5923,703.1355,-0.0151,-0.0757,703.2848,-0.0706
128.6125,703.1361,-0.0149,-0.0757,703.3308,-0.0705
128.6326,703.1368,-0.0147,-0.0757,703.3308,-0.0700
128.6527,703.1377,-0.0144,-0.0757,703.3464,-0.0673
128.6728,703.1384,-0.0142,-0.0757,703.3464,-0.0742
128.6929,703.1392,-0.0140,-0.0757,703.3464,-0.0728
128.7131,703.1399,-0.0138,-0.0757,703.3464,-0.0681
128.7332,703.1407,-0.0136,-0.0757,703.3464,-0.0718
128.7533,703.1414,-0.0133,-0.0758,703.3276,-0.0692
128.7734,703.1421,-0.0130,-0.0758,703.3276,-0.0654
128.7935,703.1428,-0.0127,-0.0758,703.3430,-0.0687
128.8136,703.1435,-0.0125,-0.0758,703.3430,-0.0750
128.8337,703.1443,-0.0123,-0.0758,703.3430,-0.0675
128.8539,703.1450,-0.0121,-0.0758,703.3430,-0.0734
128.8740,703.1458,-0.0119,-0.0758,703.3430,-0.0747
128.8941,703.1465,-0.0117,-0.0758,703.3430,-0.0704
128.9142,703.1473,-0.0114,-0.0758,703.3430,-0.0715
128.9343,703.1480,-0.0112,-0.0758,703.3430,-0.0717
128.9544,703.1487,-0.0110,-0.0758,703.3276,-0.0719
128.9746,703.1494,-0.0109,-0.0758,703.3276,-0.0775
128.9947,703.1501,-0.0108,-0.0758,703.3276,-0.0775
129.0148,703.1508,-0.0107,-0.0759,703.3276,-0.0715
129.0349,703.1514,-0.0106,-0.0759,703.3276,-0.0830
129.0551,703.1521,-0.0107,-0.0759,703.3127,-0.0830
129.0752,703.1527,-0.0107,-0.0759,703.3127,-0.0792
129.0953,703.1532,-0.0106,-0.0759,703.3127,-0.0762
129.1154,703.1538,-0.0105,-0.0759,703.3127,-0.0750
129.1355,703.1544,-0.0103,-0.0759,703.3127,-0.0706
129.1557,703.1550,-0.0101,-0.0759,703.3276,-0.0737
129.1758,703.1557,-0.0100,-0.0759,703.3276,-0.0759
129.1959,703.1564,-0.0099,-0.0759,703.2657,-0.0753
129.2160,703.1567,-0.0098,-0.0759,703.2657,-0.0767
129.2362,703.1571,-0.0097,-0.0759,703.2657,-0.0744
129.2563,703.1575,-0.0096,-0.0759,703.2813,-0.0693
129.2764,703.1579,-0.0094,-0.0759,703.2813,-0.0739
129.2966,703.1583,-0.0093,-0.0759,703.2813,-0.0749
129.3167,703.1588,-0.0091,-0.0759,703.2813,-0.0690
129.3368,703.1592,-0.0090,-0.0759,703.2813,-0.0757
129.3569,703.1598,-0.0089,-0.0759,703.3430,-0.0738
129.3771,703.1605,-0.0086,-0.0760,703.3430,-0.0677
129.3972,703.1613,-0.0085,-0.0760,703.3430,-0.0793
129.4173,703.1620,-0.0084,-0.0760,703.3430,-0.0704
129.4374,703.1629,-0.0082,-0.0760,703.3430,-0.0792
129.4575,703.1637,-0.0080,-0.0760,703.3430,-0.0746
129.4777,703.1644,-0.0079,-0.0760,703.3430,-0.0719
129.4978,703.1651,-0.0077,-0.0760,703.3430,-0.0721
129.5179,703.1659,-0.0075,-0.0760,703.3430,-0.0693
129.5380,703.1666,-0.0072,-0.0760,703.3430,-0.0647
129.5581,703.1673,-0.0070,-0.0760,703.3276,-0.0686
129.5783,703.1680,-0.0067,-0.0760,703.3276,-0.0691
129.5984,703.1686,-0.0064,-0.0760,703.3276,-0.0647
129.6185,703.1693,-0.0062,-0.0760,703.3276,-0.0718
129.6386,703.1700,-0.0061,-0.0760,703.3276,-0.0792
129.6587,703.1706,-0.0060,-0.0761,703.3276,-0.0755
129.6789,703.1713,-0.0058,-0.0761,703.3276,-0.0721
129.6990,703.1720,-0.0056,-0.0761,703.3127,-0.0723
129.7191,703.1725,-0.0055,-0.0761,703.3127,-0.0708
129.7392,703.1731,-0.0053,-0.0761,703.3127,-0.0761
129.7594,703.1737,-0.0052,-0.0761,703.2970,-0.0736
129.7795,703.1742,-0.0051,-0.0761,703.2970,-0.0791
129.7996,703.1747,-0.0050,-0.0761,703.2970,-0.0706
129.8197,703.1752,-0.0048,-0.0761,703.2970,-0.0726
129.8398,703.1757,-0.0047,-0.0761,703.2970,-0.0718
129.8600,703.1762,-0.0046,-0.0761,703.2820,-0.0798
129.8801,703.1766,-0.0046,-0.0761,703.2820,-0.0755
129.9002,703.1770,-0.0045,-0.0761,703.2664,-0.0744
129.9203,703.1774,-0.0045,-0.0761,703.2664,-0.0808
129.9404,703.1777,-0.0044,-0.0761,703.2664,-0.0753
129.9606,703.1781,-0.0044,-0.0761,703.2664,-0.0777
129.9807,703.1784,-0.0044,-0.0761,703.2664,-0.0775
130.0008,703.1788,-0.0044,-0.0761,703.2664,-0.0782
130.0209,703.1791,-0.0044,-0.0761,703.2664,-0.0787
130.0410,703.1795,-0.0044,-0.0761,703.2664,-0.0784
130.0612,703.1798,-0.0043,-0.0761,703.2514,-0.0740
130.0813,703.1801,-0.0043,-0.0761,703.2514,-0.0754
130.1014,703.1803,-0.0043,-0.0761,703.2204,-0.0787
130.1215,703.1804,-0.0043,-0.0761,703.2204,-0.0810
130.1417,703.1805,-0.0043,-0.0762,703.2204,-0.0745
130.1618,703.1806,-0.0042,-0.0762,703.2054,-0.0720
130.1819,703.1806,-0.0041,-0.0762,703.2054,-0.0700
130.2020,703.1806,-0.0040,-0.0762,703.2054,-0.0720
130.2221,703.1807,-0.0040,-0.0762,703.2054,-0.0779
130.2423,703.1807,-0.0040,-0.0762,703.2054,-0.0804
130.2624,703.1806,-0.0042,-0.0762,703.1748,-0.0803
130.2825,703.1805,-0.0043,-0.0762,703.1748,-0.0823
130.3026,703.1804,-0.0044,-0.0762,703.1748,-0.0836
130.3227,703.1803,-0.0045,-0.0762,703.1748,-0.0788
130.3428,703.1801,-0.0046,-0.0762,703.1595,-0.0783
130.3629,703.1799,-0.0047,-0.0762,703.1595,-0.0784
130.3831,703.1797,-0.0047,-0.0762,703.1595,-0.0775
130.4032,703.1795,-0.0049,-0.0762,703.1445,-0.0844
130.4233,703.1792,-0.0051,-0.0762,703.1445,-0.0845
130.4434,703.1789,-0.0052,-0.0761,703.1139,-0.0838
130.4635,703.1785,-0.0054,-0.0761,703.1139,-0.0808
130.4837,703.1781,-0.0055,-0.0761,703.1139,-0.0788
130.5038,703.1775,-0.0057,-0.0761,703.0519,-0.0812
130.5239,703.1767,-0.0058,-0.0761,703.0519,-0.0807
130.5440,703.1760,-0.0061,-0.0761,703.0366,-0.0890
