time,altitude,velocity,accel_bias,alt (bmp),vert_accel
0.0000710.0389,-0.0003,-0.0000,710.0389,-0.0584
0.0201710.0388,-0.0015,-0.0000,710.0389,-0.0597
0.0402710.0388,-0.0027,-0.0000,710.0389,-0.0615
0.0603710.0393,-0.0039,-0.0000,710.1817,-0.0593
0.0804710.0399,-0.0051,-0.0000,710.1817,-0.0658
0.1005710.0405,-0.0063,-0.0000,710.1817,-0.0657
0.1206710.0411,-0.0075,-0.0000,710.1817,-0.0616
0.1407710.0416,-0.0086,-0.0000,710.1817,-0.0595
0.1608710.0421,-0.0097,-0.0000,710.1667,-0.0594
0.1811710.0425,-0.0109,-0.0000,710.1667,-0.0643
0.2012710.0429,-0.0124,-0.0000,710.1197,-0.0700
0.2213710.0430,-0.0138,-0.0000,710.1197,-0.0666
0.2414710.0431,-0.0150,-0.0000,710.1350,-0.0676
0.2615710.0432,-0.0164,-0.0001,710.1350,-0.0721
0.2816710.0434,-0.0177,-0.0001,710.1350,-0.0676
0.3018710.0436,-0.0191,-0.0001,710.1806,-0.0744
0.3218710.0439,-0.0204,-0.0001,710.1806,-0.0731
0.3419710.0441,-0.0218,-0.0001,710.1806,-0.0751
0.3620710.0444,-0.0233,-0.0001,710.1806,-0.0771
0.3821710.0446,-0.0247,-0.0001,710.1806,-0.0768
0.4022710.0448,-0.0262,-0.0001,710.1806,-0.0771
0.4224710.0449,-0.0277,-0.0001,710.1806,-0.0844
0.4425710.0450,-0.0292,-0.0001,710.1315,-0.0803
0.4626710.0448,-0.0307,-0.0001,710.1315,-0.0729
0.4827710.0447,-0.0322,-0.0001,710.1315,-0.0795
0.5028710.0445,-0.0337,-0.0001,710.1465,-0.0785
0.5229710.0443,-0.0352,-0.0001,710.1465,-0.0794
0.5430710.0441,-0.0368,-0.0001,710.1465,-0.0849
0.5631710.0439,-0.0383,-0.0001,710.1465,-0.0814
0.5832710.0436,-0.0399,-0.0001,710.1465,-0.0761
0.6033710.0433,-0.0414,-0.0001,710.1615,-0.0857
0.6234710.0431,-0.0430,-0.0001,710.1615,-0.0801
0.6435710.0428,-0.0445,-0.0001,710.1615,-0.0783
0.6636710.0425,-0.0460,-0.0001,710.1615,-0.0837
0.6837710.0422,-0.0475,-0.0001,710.1615,-0.0756
0.7038710.0417,-0.0490,-0.0002,710.1148,-0.0791
0.7239710.0411,-0.0506,-0.0002,710.1148,-0.0803
0.7440710.0404,-0.0520,-0.0002,710.1301,-0.0771
0.7641710.0398,-0.0534,-0.0002,710.1301,-0.0707
0.7843710.0392,-0.0549,-0.0002,710.1301,-0.0797
0.8044710.0385,-0.0563,-0.0002,710.1301,-0.0697
0.8245710.0379,-0.0577,-0.0002,710.1301,-0.0768
0.8446710.0372,-0.0593,-0.0002,710.1301,-0.0826
0.8647710.0364,-0.0607,-0.0002,710.1301,-0.0710
0.8849710.0357,-0.0621,-0.0002,710.1301,-0.0691
0.9050710.0349,-0.0635,-0.0002,710.1455,-0.0764
0.9251710.0342,-0.0648,-0.0002,710.1455,-0.0691
0.9452710.0335,-0.0661,-0.0002,710.0810,-0.0648
0.9653710.0324,-0.0674,-0.0002,710.0810,-0.0730
0.9854710.0313,-0.0687,-0.0002,710.0810,-0.0647
1.0055710.0301,-0.0700,-0.0002,710.0810,-0.0629
1.0256710.0290,-0.0712,-0.0002,710.0810,-0.0661
1.0457710.0278,-0.0724,-0.0002,710.0657,-0.0553
1.0658710.0262,-0.0738,-0.0002,710.0657,-0.0655
1.0859710.0249,-0.0751,-0.0002,710.0657,-0.0636
1.1060710.0237,-0.0764,-0.0002,710.0810,-0.0668
1.1261710.0224,-0.0777,-0.0002,710.0810,-0.0722
1.1462710.0212,-0.0790,-0.0002,710.0960,-0.0627
1.1663710.0200,-0.0803,-0.0002,710.0960,-0.0719
1.1864710.0188,-0.0818,-0.0002,710.0960,-0.0796
1.2065710.0175,-0.0832,-0.0002,710.0960,-0.0711
1.2266710.0162,-0.0846,-0.0002,710.0960,-0.0716
1.2467710.0149,-0.0859,-0.0002,710.0960,-0.0717
1.2668710.0136,-0.0872,-0.0002,710.0960,-0.0658
1.2869710.0123,-0.0886,-0.0002,710.0960,-0.0725
1.3070710.0110,-0.0900,-0.0002,710.1113,-0.0767
1.3271710.0097,-0.0914,-0.0002,710.1113,-0.0731
1.3472710.0084,-0.0929,-0.0003,710.1266,-0.0789
1.3673710.0071,-0.0943,-0.0003,710.1266,-0.0772
1.3874710.0058,-0.0957,-0.0003,710.1266,-0.0660
1.4075710.0044,-0.0970,-0.0003,710.1113,-0.0706
1.4276710.0030,-0.0984,-0.0003,710.1113,-0.0742
1.4482710.0016,-0.0997,-0.0003,710.1113,-0.0644
1.4683710.0001,-0.1010,-0.0003,710.1113,-0.0720
1.4884709.9987,-0.1024,-0.0003,710.1113,-0.0738
1.5085709.9970,-0.1038,-0.0003,710.0671,-0.0650
1.5286709.9953,-0.1051,-0.0003,710.0671,-0.0730
1.5487709.9935,-0.1066,-0.0003,710.0671,-0.0733
1.5688709.9917,-0.1079,-0.0003,710.0671,-0.0651
1.5889709.9900,-0.1093,-0.0003,710.0671,-0.0729
1.6090709.9882,-0.1106,-0.0003,710.0821,-0.0731
1.6292709.9865,-0.1120,-0.0003,710.0821,-0.0659
1.6493709.9847,-0.1133,-0.0003,710.0977,-0.0734
1.6694709.9830,-0.1146,-0.0003,710.0977,-0.0724
1.6895709.9813,-0.1159,-0.0003,710.0977,-0.0619
1.7096709.9796,-0.1173,-0.0003,710.0977,-0.0738
1.7297709.9778,-0.1186,-0.0003,710.0977,-0.0731
1.7498709.9760,-0.1199,-0.0003,710.0977,-0.0666
1.7699709.9742,-0.1213,-0.0003,710.0977,-0.0762
1.7900709.9724,-0.1227,-0.0003,710.0977,-0.0760
1.8102709.9706,-0.1241,-0.0003,710.0977,-0.0720
1.8303709.9687,-0.1256,-0.0004,710.0977,-0.0831
1.8504709.9669,-0.1270,-0.0004,710.0977,-0.0747
1.8705709.9650,-0.1284,-0.0004,710.0977,-0.0699
1.8906709.9626,-0.1302,-0.0004,710.0977,-0.0751
1.9107709.9608,-0.1316,-0.0004,710.1277,-0.0691
1.9308709.9590,-0.1329,-0.0004,710.1277,-0.0749
1.9509709.9572,-0.1342,-0.0004,710.1434,-0.0701
1.9710709.9555,-0.1356,-0.0004,710.1434,-0.0798
1.9911709.9537,-0.1371,-0.0004,710.1733,-0.0829
2.0112709.9521,-0.1384,-0.0004,710.1733,-0.0714
2.0313709.9504,-0.1397,-0.0004,710.1733,-0.0684
2.0514709.9488,-0.1410,-0.0004,710.1890,-0.0729
2.0715709.9471,-0.1422,-0.0004,710.1890,-0.0636
2.0916709.9455,-0.1433,-0.0005,710.2040,-0.0610
