time,altitude,velocity,accel_bias,alt (bmp),vert_accel
0.0000,0.0000,0.0000,569.8135,0.0000
569.8136,0.0045,0.0000,569.8135,0.1978
569.8137,0.0072,0.0000,569.8135,0.1070
569.8154,0.0095,-0.0000,570.4084,0.1160
569.8186,0.0123,-0.0000,570.4084,0.1209
569.8218,0.0139,-0.0001,570.3936,0.0245
569.8249,0.0133,-0.0001,570.3936,-0.1115
569.8280,0.0092,-0.0001,570.3936,-0.2780
569.8310,0.0031,-0.0001,570.3936,-0.3158
569.8338,-0.0016,-0.0001,570.3936,-0.2154
569.8366,-0.0046,-0.0002,570.3936,-0.1344
569.8393,-0.0062,-0.0002,570.3936,-0.0893
569.8419,-0.0082,-0.0002,570.3936,-0.1498
569.8444,-0.0115,-0.0002,570.3630,-0.1826
569.8468,-0.0137,-0.0003,570.3630,-0.0789
569.8491,-0.0134,-0.0003,570.3630,0.0441
569.8514,-0.0114,-0.0003,570.3630,0.0823
569.8538,-0.0099,-0.0003,570.3630,0.0252
569.8562,-0.0108,-0.0003,570.3781,-0.1074
569.8586,-0.0125,-0.0004,570.3781,-0.0671
569.8609,-0.0117,-0.0004,570.3781,0.0639
569.8633,-0.0096,-0.0004,570.3781,0.0933
569.8657,-0.0088,-0.0004,570.3781,-0.0409
569.8681,-0.0114,-0.0004,570.3630,-0.1996
569.8703,-0.0156,-0.0005,570.3630,-0.2293
569.8724,-0.0188,-0.0005,570.3482,-0.1327
569.8749,-0.0187,-0.0005,570.3482,0.0388
569.8769,-0.0174,-0.0005,570.3482,0.0443
569.8790,-0.0173,-0.0005,570.3630,-0.0400
569.8811,-0.0188,-0.0006,570.3630,-0.1133
569.8831,-0.0206,-0.0006,570.3482,-0.0819
569.8850,-0.0201,-0.0006,570.3482,0.0768
569.8870,-0.0167,-0.0006,570.3482,0.1865
569.8891,-0.0123,-0.0006,570.3781,0.2060
569.8914,-0.0088,-0.0007,570.3781,0.1066
569.8936,-0.0080,-0.0007,570.3314,-0.0072
569.8956,-0.0078,-0.0007,570.3314,0.0161
569.8977,-0.0066,-0.0007,570.3314,0.0515
569.8997,-0.0057,-0.0007,570.3314,0.0081
569.9018,-0.0068,-0.0007,570.3314,-0.1160
569.9038,-0.0103,-0.0008,570.3922,-0.2242
569.9060,-0.0150,-0.0008,570.3922,-0.2584
569.9081,-0.0200,-0.0008,570.3922,-0.2836
569.9101,-0.0259,-0.0008,570.3922,-0.3197
569.9120,-0.0318,-0.0008,570.3922,-0.3056
569.9137,-0.0371,-0.0009,570.3881,-0.2628
569.9153,-0.0413,-0.0009,570.3881,-0.2050
569.9168,-0.0447,-0.0009,570.3881,-0.1732
569.9184,-0.0474,-0.0009,570.4335,-0.1450
569.9200,-0.0496,-0.0009,570.4335,-0.1154
569.9216,-0.0511,-0.0010,570.4637,-0.0747
569.9233,-0.0517,-0.0010,570.4637,-0.0342
569.9250,-0.0516,-0.0010,570.4637,-0.0064
569.9268,-0.0509,-0.0010,570.4905,0.0400
569.9286,-0.0492,-0.0010,570.4905,0.0741
569.9305,-0.0477,-0.0011,570.5053,0.0430
569.9325,-0.0467,-0.0011,570.5053,0.0312
569.9344,-0.0452,-0.0011,570.5053,0.0682
569.9366,-0.0431,-0.0011,570.5506,0.0802
569.9388,-0.0415,-0.0012,570.5506,0.0497
569.9410,-0.0403,-0.0012,570.5067,0.0346
569.9431,-0.0394,-0.0012,570.5067,-0.0033
569.9456,-0.0398,-0.0012,570.5067,-0.0688
569.9477,-0.0415,-0.0013,570.5214,-0.1202
569.9498,-0.0439,-0.0013,570.5214,-0.1550
569.9517,-0.0473,-0.0013,570.5214,-0.2093
569.9536,-0.0519,-0.0013,570.5214,-0.2779
569.9554,-0.0579,-0.0014,570.5520,-0.3465
569.9571,-0.0649,-0.0014,570.5520,-0.3781
569.9588,-0.0720,-0.0014,570.5520,-0.3739
569.9602,-0.0792,-0.0014,570.5369,-0.3875
569.9614,-0.0867,-0.0014,570.5369,-0.3980
569.9625,-0.0941,-0.0015,570.5369,-0.3854
569.9635,-0.1010,-0.0015,570.5369,-0.3594
569.9643,-0.1076,-0.0015,570.5369,-0.3300
569.9649,-0.1130,-0.0015,570.5067,-0.2719
569.9653,-0.1179,-0.0016,570.5067,-0.2665
569.9656,-0.1236,-0.0016,570.5067,-0.3283
569.9658,-0.1304,-0.0016,570.5067,-0.3752
569.9658,-0.1382,-0.0016,570.5067,-0.4373
569.9657,-0.1476,-0.0016,570.4915,-0.5224
569.9653,-0.1585,-0.0017,570.4915,-0.5791
569.9646,-0.1699,-0.0017,570.4915,-0.5939
